#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1,0.007907262722646758,-25.89986830057891,84.85673705916602
1.10830629516541,0.007955429675936468,-25.02708079027185,84.59012651642624
1.228342843903275,0.007799099781090571,-24.15652062124337,84.28294621083046
1.36138010651938,0.007711658655365131,-23.28967943973226,83.95165264448327
1.508826142168382,0.007901666441158918,-22.42301488986091,83.54220344074973
1.672241511675358,0.008086154014204344,-21.55125710230073,83.07484467066536
1.853355794426721,0.007755492859491842,-20.67623770845241,82.55628937020154
2.054085894144416,0.008014641380788893,-19.80120873866147,81.99800580824861
2.276556327290727,0.007746459829263981,-18.93928513755162,81.30632812338646
2.523121708834958,0.007665127023572976,-18.07927541857878,80.57434675503889
2.796391673370286,0.007404432150866764,-17.21254078073451,79.76837948840222
3.099258495344417,0.007808379681783387,-16.3619795238917,78.87145717565761
3.434927700735088,0.007647805819616086,-15.51356332349403,77.86366297163089
3.806951994162746,0.007545118638551856,-14.66116034410876,76.76659352892554
4.219268860523083,0.00740049257112239,-13.82374029331162,75.54876485347879
4.676242239113102,0.007117412270427129,-12.9967845383571,74.22370173088916
5.182708711327443,0.00749121572151021,-12.18284653673412,72.75856954573658
5.744028690772805,0.007098960935825141,-11.37518725707812,71.1737711976146
6.366143157594228,0.007635401723299276,-10.58885521284987,69.444235464781
7.055636537485871,0.00756068777681322,-9.820389133471572,67.57794656150557
7.819806390894652,0.007546791802319091,-9.068673850599815,65.54566605190564
8.66674065000325,0.007677714777888445,-8.34429808870482,63.38527505331842
9.605403220964561,0.007564863853205454,-7.64685775378117,61.08122464427964
10.64572885739709,0.007565599376492304,-6.983025225758118,58.6379296038245
11.79872830927726,0.007538217355685401,-6.352062171853991,56.07613845934523
13.0766048601183,0.007506134719520557,-5.759327281095664,53.40290415200521
14.49288348585971,0.007552301222418094,-5.204754755279377,50.66405209569814
16.0625540024771,0.007769902002575961,-4.69322578684018,47.85115814778177
17.80222971737969,0.00806977835029778,-4.226598919343622,45.00448974183747
19.73032326375264,0.007752604357345899,-3.803762994872106,42.16412542842309
21.86724147886555,0.008039066487470594,-3.424764489608356,39.35159076595242
24.23560138892887,0.008101722649432066,-3.088441922627403,36.58532040441423
26.86046958646937,0.008152511387866225,-2.790918964873355,33.89910197220128
29.76962753378298,0.007704860728181927,-2.531230571494358,31.31531086254954
32.9938656004212,0.007890481631537561,-2.306759872229801,28.84686025970294
36.56730894678829,0.007566967674366875,-2.112026954419392,26.51133802208877
40.52777870298373,0.007470807016944363,-1.945346013077092,24.30622412162396
44.91719226558751,0.007824909587052271,-1.803969359919224,22.24942197648622
49.78200694910571,0.007625174998408768,-1.68351207418572,20.33665014060153
55.17371168766194,0.007090116826178101,-1.580158659038178,18.5612711979489
61.14937199107685,0.00763512370101689,-1.493258826082665,16.92555253026219
67.77223392312189,0.007780090254159209,-1.419747754708187,15.41383823930208
75.11239349441875,0.007535330324819426,-1.357294517007,14.02942808485351
83.24753855480553,0.007747312602441986,-1.304607270997955,12.7586262880908
92.26377103731598,0.007427429614319509,-1.259027682326187,11.60176742742303
102.2565182563574,0.007673643259735577,-1.221283926279285,10.53867666239746
113.3315429052173,0.007415817676758922,-1.188639831523367,9.571699624086254
125.6060624426611,0.007274003834809866,-1.160850783430728,8.686703583723705
139.2099897161407,0.007595088175270869,-1.137602401888192,7.888444197059769
154.2873079523104,0.007277919897613417,-1.11731649220859,7.151216175645068
170.9975946676695,0.007574804999736949,-1.100715126985363,6.483449544043992
189.5177106283217,0.007601074856100946,-1.085958135699479,5.880370026213285
210.043671734705,0.007593135861000778,-1.073386673595552,5.32861502771047
232.7927236432296,0.007285664832524073,-1.062853583124036,4.827847025485767
258.005641082493,0.007482566827260398,-1.053635788922418,4.372970342344416
285.9492761999143,0.007294049719866644,-1.045792264598464,3.957812323865866
316.919382910357,0.007354274598551407,-1.039472438909058,3.577577307091957
351.2437471394851,0.006887729960386807,-1.033511433357916,3.237717741228522
389.2856560921788,0.00756866544495053,-1.029254196448808,2.931691062356506
431.4477432645578,0.007154185786610789,-1.024936812262055,2.651609520096891
478.1762498950191,0.007066561510198992,-1.021789377100566,2.395960279556931
529.9657479572375,0.00741230199548361,-1.019095738441258,2.166860493904338
587.3643746830496,0.007754727130954756,-1.016836694136644,1.956357658609953
650.9796340171172,0.008057162776175781,-1.014851285479458,1.770770407325301
721.4848264056466,0.007721115485283642,-1.012625694908671,1.596954324690557
799.6261749716997,0.007836624078486351,-1.011495857302202,1.441628005417741
886.2307235001698,0.007658959177249121,-1.009913244184443,1.304799586041256
982.215089824234,0.007816756498527769,-1.008924612692425,1.177855489209961
1088.595167258656,0.008159708368164844,-1.00787050652551,1.064520340156122
1206.496876759409,0.008106656289346519,-1.006896099971315,0.9612703454481135
1337.168083609858,0.00885764723238402,-1.005958418284324,0.8629645651865729
1481.991804759073,0.00940967730182766,-1.006008465436011,0.775467384637551
1642.500846598023,0.008802215573769812,-1.004711183321507,0.7022855524861384
1820.394028099105,0.009055455335155489,-1.002476514665123,0.6260869225136858
2017.554161023754,0.009397117338477572,-1.002516394562018,0.5647820457958375
2236.06797749979,0.01036988400392169,-1.001182050680862,0.5030769548241238
2478.248215880801,0.01077565120924415,-1.000377906666952,0.4471891060052116
2746.658098643133,0.01152060426633304,-0.9997249513127078,0.3922285926978049
3044.138461393241,0.01316054156440628,-0.998825420539743,0.3391921838723206
3373.837820117264,0.01320270699109449,-1.000092581373402,0.2963543970879101
3739.245694903108,0.0154688930433663,-1.001078783401685,0.2627058615034201
4144.22954283127,0.01669794778138613,-1.001594544087829,0.2154906982115108
4593.075690930356,0.01839324745231998,-1.001895318606879,0.1784563987253875
5090.534702429326,0.0199769086983749,-1.003337699053194,0.1505214735332032
5641.871656460399,0.02149394156411877,-1.002851318744146,0.1169120477102794
6252.921873370342,0.01959611447809067,-1.00385215935518,0.09559079451932462
6930.15267543384,0.01526114052735918,-1.005948567368903,0.06569721344623503
7680.73183664071,0.02569559899986569,-1.005909372977078,0.04010661866480802
8512.603446026284,0.02969217963641523,-1.006694345692985,0.01652583710776412
9434.571987477684,0.0335347268817902,-1.007565708871234,-0.003019224521835895
10456.39552591273,0.03496921731811863,-1.00739106396373,-0.02688548898375132
11588.8889861085,0.03800447437327521,-1.007847457812452,-0.04843808106423353
12844.03861727711,0.03966645662859114,-1.007054280815038,-0.0643355768707643
14235.12885487584,0.0406905446151521,-1.009029576464405,-0.09781240227722776
15776.88292234967,0.04384308388376862,-1.009041406241834,-0.1107614849470338
17485.61866092774,0.04612562718523657,-1.009326911571834,-0.1309699364876735
19379.42123676798,0.03564897376151466,-1.009014320144481,-0.1620647079597717
21478.33455337214,0.04399918700645461,-1.0100498260783,-0.188370676543272
23804.57339517108,0.04127042493044659,-1.008585606219712,-0.2234737860381308
26382.75854759512,0.05278202428562243,-1.009965324069743,-0.2379411785299226
29240.17738212864,0.05651669893418697,-1.00939050578196,-0.2815568869439744
32407.07266436642,0.04946567236526568,-1.008285252755078,-0.3215425239956815
35916.96264180015,0.05488231450717486,-1.007787156738122,-0.3567374511363681
39806.99579912789,0.06370019253055312,-1.012542792637503,-0.4003139575746388
44118.34403579643,0.06571960467239157,-1.012010686392769,-0.4559199100737601
48896.63842714641,0.07089709316451835,-1.012221256492414,-0.5118124243721169
54192.45218123321,0.07466664312692445,-1.010431011932033,-0.5688171466290157
60061.8359029112,0.07910071811445735,-1.012796487513258,-0.6395689023433988
66566.91083038817,0.07895851413725491,-1.010532997617588,-0.714592376855137
73776.52632303369,0.08805383628725913,-1.009188528324182,-0.8030298638338991
81766.98855925465,0.0884660409179379,-1.01060159008118,-0.8940400087432554
90622.86815693992,0.09038683225390996,-1.01115967885794,-0.994513559315461
100437.8952642815,0.08934911239590283,-1.013904396884024,-1.078277304306809
111315.951594567,0.111908497018387,-1.016653266953668,-1.164024333880487
123372.1699045867,0.1068431811391169,-1.01553255930401,-1.309287930983624
136734.1525534698,0.08937906117625308,-1.014056423112085,-1.476354714965353
151543.3220391179,0.09947231584105244,-1.021772588057636,-1.666242331209332
167956.4178062333,0.08775520593112074,-1.025494624359146,-1.807495602279268
186147.1551680797,0.08022012855828087,-1.025880002339585,-2.030947715222538
206308.063899915,0.08620738068719297,-1.020197177133953,-2.222614434784028
228652.5259636634,0.08118091224184194,-1.033923040959788,-2.519338683192132
253417.0339309999,0.07046792775415082,-1.034979448831872,-2.780598167164982
280863.6940078734,0.07219442845049924,-1.04438544483961,-3.052330358657109
311283.0001523368,0.04240567931328794,-1.055509434400676,-3.404457127253558
344996.90864681,0.03782301332467326,-1.064605275745643,-3.779114887442077
382362.2456658653,0.02571376411235331,-1.073923184058844,-4.175919835090813
423774.4839050605,0.02342526074751284,-1.090097931566731,-4.682986647276977
469671.9282424511,-0.0008712730023631433,-1.113988172911309,-5.214626676423819
520540.3547335851,-0.005250876315427889,-1.134994128662264,-5.797019521286657
576918.1520388665,-0.01135268046322276,-1.16761652993981,-6.458311173496099
639402.0196998708,-0.03658489453897899,-1.204839246959174,-7.173034227778928
708653.2835748427,-0.03590516845447319,-1.252276576331764,-8.062978071611795
785404.8952756363,-0.05672914348989001,-1.311110128826908,-9.008466388446323
870469.1896877169,-0.06313423816321484,-1.379970422799181,-10.08897433775716
964746.4826784279,-0.07661644000698675,-1.468848375592109,-11.25259365593073
1069234.599991189,-0.09258929579490581,-1.564907023544286,-12.58452191837894
1185039.4381789,-0.1011812824950909,-1.674372839821903,-14.05082350323262
1313386.669352956,-0.1267673977104493,-1.789373928803154,-15.71302076626371
1455634.713630211,-0.1400456885100254,-1.929653044328224,-17.5187844583653
1613289.116577658,-0.1634087115414578,-2.073841771194785,-19.4540920763595
1788018.483824861,-0.2100094373575174,-2.237277868119603,-21.66001844588152
1981672.141495201,-0.2207052633068768,-2.41356500966245,-24.03229877838986
2196299.709373049,-0.2611218191777628,-2.611674546806155,-26.6622240987894
2434172.793968109,-0.3150034996258841,-2.83139042391696,-29.53887252760785
2697809.031075225,-0.3668524657080301,-3.086421487969126,-32.71986074602263
2989998.732294765,-0.436728501901815,-3.379923298605345,-36.14440484191869
3313834.417538882,-0.5449135181092253,-3.713974199746999,-39.78861216527757
3672743.546094135,-0.6294933901590604,-4.094333067839952,-43.55675876270735
4070524.79266426,-0.7792877404223697,-4.514377664517105,-47.41349280628201
4511388.252336664,-0.9108055794211561,-4.980441973970199,-51.29404101952646
5000000,-1.087347656387149,-5.486504007332997,-55.16811395532885
