#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1.000000000000002,0.007729187277886079,-27.11057979151132,104.3352793402031
1.096478196143188,0.007477757283482529,-26.21558550311082,104.1515229140661
1.202264434617416,0.007400421350408973,-25.32100064352539,102.9059638080193
1.31825673855641,0.007677024149090418,-24.44182813616891,101.3134010348682
1.445439770745928,0.007511390338837964,-23.5928226745355,99.75171580520613
1.584893192461118,0.00768786918467723,-22.74757088062928,98.10961016579733
1.73780082874938,0.007596617813534779,-21.90222483752668,96.52764881881539
1.905460717963249,0.007713073793572754,-21.06843995178682,94.93759154356793
2.089296130854045,0.007555472986717346,-20.23809832969453,93.34898258631364
2.29086765276778,0.007862535780785615,-19.42638466625036,91.81662687642063
2.511886431509582,0.007669354782739564,-18.62064103826721,90.29041598580386
2.754228703338175,0.007752640247799345,-17.82257105863988,88.77078912760473
3.01995172040202,0.007964254376004974,-17.03170222994213,87.2079736381494
3.311311214825915,0.007766087246969829,-16.25290216061604,85.66837446430461
3.630780547701026,0.007845518378148012,-15.47560610650328,84.11227697998885
3.981071705534978,0.007097550122823108,-14.70692253040951,82.494447748041
4.365158322401665,0.007286252259460752,-13.94871781623428,80.82151055177187
4.786300923226391,0.007482232327210834,-13.19801882992211,79.12308247308083
5.248074602497735,0.007632412513372673,-12.46146965276976,77.36422070394981
5.754399373371579,0.007004936127125178,-11.73405295668482,75.50970620278973
6.309573444801944,0.007126224745193288,-11.01962218609901,73.60287391116611
6.918309709189378,0.007232456561908209,-10.32298038480164,71.60525632698321
7.585775750291853,0.00722757568657632,-9.643775862623734,69.50681553203708
8.317637711026727,0.007262656469411708,-8.981092396209679,67.33279947653887
9.120108393559116,0.007379731249593426,-8.34212764407236,65.06032111716436
10.00000000000002,0.007326761313341545,-7.726065375707448,62.71275330469683
10.96478196143187,0.006774034305363411,-7.137065781190373,60.27101367356164
12.02264434617413,0.007033169570201498,-6.577143978847922,57.75962527574131
13.1825673855641,0.007193450302458549,-6.047640749881181,55.18663874717146
14.45439770745931,0.007162648138752492,-5.549372121705504,52.54913196467913
15.84893192461114,0.007568163070746282,-5.086537494061267,49.88536422313036
17.3780082874938,0.007606889506287128,-4.659194979038524,47.20952290098137
19.05460717963252,0.007900639266793821,-4.265681211243763,44.53274981876244
