#Frequency (Hz),Trace 1 (V),Phase (deg),Trace 2 (V),Phase (deg)
0,0.002926307520060519,0,0.4168388891635177,0
0.48828125,0.002831282742846636,179.5757430368428,0.4022731006881464,0.03188721151426932
0.9765625,0.00189964124494157,178.5667863003264,0.2691074034058983,0.1010282979608594
1.46484375,0.0005835306295000775,173.424868535612,0.08132689427747754,0.2368170819124832
1.953125,8.499604368326554e-05,143.3583815324612,0.006320943634154226,0.001994585977023027
2.44140625,4.963744004110962e-05,151.2868549715132,0.0006087102454552237,153.6141326326404
2.9296875,6.100124547885782e-05,160.5986635670881,0.0005498115539832771,130.9439905765226
3.41796875,7.098382215858048e-05,172.2945674386699,0.0005270196247389115,71.96084770677322
3.90625,6.370104296135934e-05,5.884795599247331,0.0007947980242545753,45.02155232965723
4.39453125,3.453179991415732e-05,173.7362524035117,0.0008450922995378343,29.46618218166624
4.8828125,6.126622347974089e-06,160.5275829177108,0.0008203286676754296,16.8541423294184
5.37109375,3.805763977101838e-05,98.56344251469702,0.0007099182305832165,25.91806171085805
5.859375,6.302944752115036e-05,90.7632018729084,0.0004692898318148195,27.18690573229782
6.34765625,6.099676565355433e-05,70.14013445667878,0.000433537929492163,150.5024566713936
6.8359375,5.131183935186007e-05,48.84328700738661,0.0008189563036537121,122.4586950841696
7.32421875,2.714606751280204e-05,179.5239268493377,0.00122407649326755,116.9184396234586
7.8125,4.051759346085682e-05,110.8213394319372,0.001436513336599612,119.6574785520635
8.30078125,4.25233858318863e-05,85.33469052273476,0.001363206392722097,121.0446651719164
8.7890625,2.643529081841165e-05,69.44988293520974,0.001030285800092574,124.4658906954131
9.27734375,1.283581813776045e-05,44.3444645284336,0.0007403505332510275,131.8264867272137
9.765625,2.264425704075278e-05,155.3279876055916,0.0007168066755202278,128.3103425040276
10.25390625,3.644495142922729e-05,135.788602749751,0.0007957206688180257,124.6782191000955
10.7421875,3.257867650881883e-05,127.0126737798732,0.0007933889030239134,137.3456741297928
11.23046875,4.741012955868024e-05,115.1948537831165,0.0006330955366506023,168.5727667705387
11.71875,8.552867882429301e-05,111.2292910747537,0.0005085402451826088,47.32603677382749
12.20703125,9.553719806331688e-05,109.2063810196255,0.0007966887981913795,91.06957846740674
12.6953125,8.444575723403678e-05,114.9540714582305,0.001154112411628042,104.0255999830608
13.18359375,8.015374558573945e-05,128.7325812672043,0.001412033831723434,112.9600237894284
13.671875,5.397754695744787e-05,140.6205357853855,0.001432872942709322,121.5723122685705
14.16015625,2.583964736759698e-05,11.87895247632656,0.001309319931120797,124.5714627279973
14.6484375,3.462289050704466e-05,54.00490950102063,0.001324559366233765,121.9737231256438
15.13671875,3.594002133323492e-05,55.58887745575417,0.001235364504437262,120.8382105943023
15.625,3.699369155500468e-05,45.9161359985449,0.0009343173010466014,122.1593870710562
16.11328125,3.214033921760135e-05,39.89998258278978,0.0006323154960648837,131.9517725519566
16.6015625,1.959065881884242e-05,13.02364974315371,0.0003081327560211469,148.0032453652834
17.08984375,2.025107391829457e-05,4.796680345716169,0.000211342284326361,49.74985958919217
17.578125,2.955656145137533e-05,42.04572671238779,0.00062102026891662,54.92335630526409
18.06640625,3.834810250394756e-05,45.13206571716257,0.0009027090658087985,53.64098515065061
18.5546875,4.742348305454799e-05,36.42623229517844,0.001100859029368462,55.64713363700227
19.04296875,4.894377659617558e-05,34.2381188140283,0.001352886376177872,49.03172079060191
19.53125,2.986916027614288e-05,16.52003690880671,0.001257476495759384,41.63468860683901
20.01953125,1.166067192652595e-05,148.9892593375108,0.0008872121582922818,33.5559229889983
20.5078125,1.193180814226966e-05,118.7613023431627,0.0006116400226441991,14.25725151296469
20.99609375,2.873041396561793e-05,95.40725762018845,0.0005589681555989726,163.6708558113829
21.484375,3.616478230670941e-05,57.49657689828262,0.000598194084308711,155.3352029411904
21.97265625,6.002316796298498e-05,38.8951096022546,0.0005015823876530132,166.8049029255092
22.4609375,7.757368200413447e-05,29.86493804646351,0.0003621403718656786,14.90848266864778
22.94921875,7.675547957025884e-05,16.60857697629305,0.0003755280651312635,57.04145171099264
23.4375,7.083204567730345e-05,0.6446833421144347,0.0003419744009652289,55.4510247086429
23.92578125,6.667653254810864e-05,167.2617745024094,0.0003176693799977349,9.781173773150257
24.4140625,6.054340184907439e-05,163.0469243681226,0.0003457014196563942,177.4291695925676
24.90234375,5.477276853685756e-05,162.6850006567893,0.0003579862269162157,173.2351082788699
25.390625,4.840711965374807e-05,161.9724331304619,0.0001778911180851449,176.852753350635
25.87890625,3.798867537902852e-05,161.4353313908138,0.0003888306137193744,163.2860006549087
26.3671875,3.274851869787622e-05,146.0667036587133,0.0007596354867812283,177.9128354341874
26.85546875,3.980518917886509e-05,121.2328850642548,0.0008456658642403859,13.74893887009008
27.34375,4.046201249710946e-05,111.6165918037664,0.0009402223196736465,21.36949310114861
27.83203125,1.750695988571347e-05,119.707304266535,0.0009081524268012997,19.23745641322286
28.3203125,1.673987283923003e-05,77.40395433482942,0.0007177713695798492,9.55380122937034
28.80859375,3.472537573028022e-05,67.56074134564788,0.0004635587359352784,5.768317284640728
29.296875,3.964432616160977e-05,55.17983206729318,0.0002918889376435569,12.34238259080714
29.78515625,2.720701236986382e-05,64.00167780371166,0.0002214937702445399,13.28278107821872
30.2734375,9.943669479714516e-06,113.5627254271528,0.0001976000548183052,18.98903309461303
30.76171875,1.672166976471104e-05,23.11564016766111,0.0004167330522107517,6.126642643556713
31.25,2.070322216437281e-05,50.74333012450473,0.0006812095776624684,0.4074110730859323
31.73828125,2.055700592208966e-05,116.466548416507,0.0006401804890762475,10.34509955717722
32.2265625,3.926126073083453e-05,139.7986559192477,0.0004669782454976658,33.24000837382021
32.71484375,5.007240496861819e-05,131.8524662392438,0.000327920978110609,48.87806859598732
33.203125,4.720154508061285e-05,121.168682175584,0.000233763281444462,48.90929257123722
33.69140625,4.474564978715664e-05,97.8602036992942,0.000288535650974959,27.38085367981559
34.1796875,5.997146938609183e-05,88.54616217044584,0.0005500514907491412,26.28193716431562
34.66796875,6.921885019229378e-05,109.4329194150963,0.0007784211158172143,35.03642718251714
35.15625,7.470782530824706e-05,134.1372652720441,0.0008423231935676824,49.46231056657984
35.64453125,5.817443025795414e-05,140.2296863166692,0.0009133651294397223,56.00207271284976
36.1328125,1.530984822364073e-05,118.7065733924222,0.00103146020277913,35.9055767699702
36.62109375,2.867381650334288e-05,162.3027449233601,0.001170201856556312,17.42501682184353
37.109375,7.07373866603384e-05,172.0182026428872,0.00131378919368695,9.173973874867695
37.59765625,0.0001097672304967394,2.404838020674266,0.001547840990679825,2.256875834125922
38.0859375,9.963859670880242e-05,13.27133888695003,0.001471697531006982,177.5563495373547
38.57421875,8.33475798408645e-05,35.69627007200715,0.001125627775915551,179.7758664004959
39.0625,8.443068032599625e-05,51.85532181335159,0.0008849484211578214,4.586008602226972
39.55078125,6.116405056661593e-05,66.3203739388653,0.0006186082737146375,176.7137456524121
40.0390625,1.935357685635509e-05,77.7556795858157,0.0004333834544381015,136.6421434933402
40.52734375,3.638850964714694e-05,94.83957070513893,0.0007546460609081699,113.5777251895047
41.015625,7.10841223035218e-05,94.06793734212009,0.001153915684743502,115.2632810141172
41.50390625,6.305946396461147e-05,105.3638166729179,0.001292280510847218,126.148954567008
41.9921875,4.093004329307785e-05,131.8343939078513,0.001314975296755086,140.8991987854037
42.48046875,2.606894905976644e-05,16.46090928937002,0.001080108106868361,148.9454428185997
42.96875,5.168432042075142e-05,48.23709501129475,0.0007737475609929355,162.3751091323272
43.45703125,6.488116501187885e-05,42.99179911592001,0.0006200971526856194,166.7076257113164
43.9453125,5.474127237549302e-05,39.65421354788763,0.0003538709481051073,144.9728248508416
44.43359375,4.271542166263206e-05,45.92551793076984,0.0002924545752020936,123.5385824857773
44.921875,4.783437097719063e-05,73.64404866082853,0.0003444436149642043,128.516201957786
45.41015625,6.625937323803036e-05,101.2051110032782,0.0001301839680428289,138.5785606569725
45.8984375,7.041575103283749e-05,126.5332234582375,0.0001135033791759422,82.01507448984202
46.38671875,6.700284761588889e-05,143.4325209030537,0.0002405470287399359,60.30838379795367
46.875,5.773155615307194e-05,146.7089874651607,0.0004792452871770959,66.51331236016981
47.36328125,4.340743310471682e-05,176.7715465232517,0.000450610440407206,69.30975908244261
47.8515625,4.970027044586957e-05,41.80649727186701,0.0001966113798646341,23.27067220810175
48.33984375,4.978515756298359e-05,54.70092622334433,0.0002030141023464476,157.5988262987031
48.828125,5.004182660536557e-05,55.53609070727655,0.0001989066430199474,111.5120395780928
49.31640625,4.98943922244274e-05,60.69101361910965,0.0003705996267052607,92.02908075619993
49.8046875,2.048513350246723e-05,49.8994817212591,0.0003132423469426613,115.8182112237271
50.29296875,3.37531632248404e-05,106.4133965911255,0.0001779880771066761,9.105292848821881
50.78125,5.771853241015686e-05,96.34388890830178,0.0003165668697565069,64.61352362850374
51.26953125,5.630552567950609e-05,86.46713521004703,0.0004460541716370162,65.50652011073186
51.7578125,5.287117353878416e-05,83.17211803261857,0.0005357532287887928,78.77217664163173
52.24609375,4.71702036628339e-05,87.9192937949831,0.0006936660165951861,92.33156926403841
52.734375,3.093857220470284e-05,78.75060475821523,0.0004679045819633896,94.24392025453911
53.22265625,3.101121139157783e-05,75.86485172926524,7.611146302109655e-05,104.8417262580116
53.7109375,4.65510846325788e-05,98.23346617859447,0.000109539653533511,21.62007185039295
54.19921875,3.876046265263673e-05,103.6890997422065,0.0002451799701839609,44.97606089952195
54.6875,1.551722504566274e-05,101.8661057998909,0.0002762260916507143,72.77434925144995
55.17578125,7.474452805119346e-06,56.15680217403757,0.0002520071638502747,91.27267971541157
55.6640625,1.92521047595527e-05,108.1513997790553,0.0002367287732350189,100.2110065456317
56.15234375,2.184362222399445e-05,150.912620824862,0.0002677621193543142,147.9437889385771
56.640625,2.594564090681039e-05,21.11453557029513,0.0004623537247899536,176.7953935731636
57.12890625,4.704624569932725e-05,46.30723580682744,0.0005496409061723038,15.03261131280617
57.6171875,5.846483713786321e-05,47.63957663025321,0.0005919742728006983,37.72845086560836
58.10546875,5.828930403615888e-05,48.10460232609498,0.0007550525239957672,65.30273006912022
58.59375,6.273465225543605e-05,54.25592161452371,0.0009991332052260928,86.37912103468801
59.08203125,5.476172736106464e-05,39.17962086446843,0.0009013065282331606,97.76244187409519
59.5703125,5.711281570679804e-05,178.8411095440847,0.0005235480321899667,96.52164965766418
60.05859375,7.986804002305022e-05,160.8010576016964,0.0003861699711769703,39.11454801755553
60.546875,0.0001033209718569204,149.5673498715452,0.0007464647642771269,169.8789836546705
61.03515625,9.904521777132143e-05,136.1447304095223,0.0008362460779761717,145.2988333831422
61.5234375,6.020376478732386e-05,122.128613635082,0.0005765320549446174,127.1051874551035
62.01171875,1.668725287978366e-05,118.9728018545745,0.0003574718394540127,123.041313753427
62.5,1.446985613304218e-05,99.87127795354907,0.0002077442621812165,73.47006521562014
62.98828125,2.690005601030607e-05,100.889537013261,0.0003355086699149353,32.02200186130091
63.4765625,2.318544891151998e-05,79.02343676510364,0.0002680703806799382,39.58114864050422
63.96484375,2.156997658523782e-05,45.88665388578816,0.0001266560552043085,30.54139705169665
64.453125,1.863064223023311e-05,18.38208089317975,4.60945038498939e-05,9.411562746953676
64.94140625,2.670986863138479e-05,176.8070554055787,0.0001980954697648442,175.254311510055
65.4296875,4.101768588877538e-05,6.359899647812174,0.0006003839805842102,179.7559412588528
65.91796875,3.850775739023799e-05,170.9771733088189,0.0008389974229642296,162.7549473157147
66.40625,3.794046993298176e-05,133.5906184312256,0.000860919277617713,139.4687204288861
66.89453125,2.380822125774342e-05,109.678658137109,0.0006737399383863166,130.7751311174023
67.3828125,1.304626460783484e-05,33.20880562146207,0.0004440536201468495,146.6778601547583
67.87109375,1.247645146365759e-05,153.9991736612852,0.0003982223453486825,20.50438499818825
68.359375,2.968204822732498e-05,100.7123602405762,0.0006632887261671945,49.89347819390157
68.84765625,5.103515890235389e-05,93.41068279796838,0.0008259866904533108,50.43705874945743
69.3359375,4.944364858414405e-05,89.29194334162852,0.0007907408744788247,54.36809758143625
69.82421875,4.125172035019272e-05,71.49092169969137,0.0007180244273519184,58.69873797530445
70.3125,5.358983609656406e-05,41.28238228932268,0.000714393728652836,53.64427325307189
70.80078125,6.239012062486743e-05,25.35371563533713,0.0008044368790797959,47.35341220853267
71.2890625,5.937380921093402e-05,10.55370702659466,0.000956008635478467,32.67790944791732
71.77734375,6.221598529013102e-05,172.8126609871783,0.001160155239018783,12.3179812301639
72.265625,6.181269988215876e-05,159.2540316968547,0.001359409244381902,4.096034075533178
72.75390625,5.446098502045989e-05,167.9452955206123,0.00140488317004941,11.37871959112244
73.2421875,6.300855121685258e-05,16.07324086133614,0.001417355773476183,20.46815426210832
73.73046875,7.534219996742415e-05,28.39133541931288,0.001301186810993667,26.38430208378047
74.21875,6.700479496962058e-05,31.89162723596866,0.0009283690799571232,32.6702970344703
74.70703125,4.409905149850504e-05,26.20409079162226,0.000490585694877895,23.80063568409903
75.1953125,3.213122043074756e-05,166.2257584345761,0.0003717209222445515,157.2013767829534
75.68359375,4.137222053090971e-05,141.2710872908275,0.0004140144926825111,131.2051945950568
76.171875,3.732009990225212e-05,135.9060282398087,0.0003702828500925348,109.2950977588609
76.66015625,2.587489401239972e-05,137.3055308265172,0.0003406288915455938,108.2698089387165
77.1484375,1.136057347918927e-05,107.2297447624934,0.0002236629898768513,92.82563426823033
77.63671875,2.836996718323948e-05,38.67137878041014,0.0002502086417596173,50.1496869859822
78.125,4.145023521935165e-05,39.7082847416474,0.0002344709639425787,109.4373276795406
78.61328125,3.414170386135089e-05,30.29404679332394,0.0003410175307926482,168.3009024949963
79.1015625,2.064002293180911e-05,1.406767550286038,0.0004107440606612185,19.53639364301197
79.58984375,1.040085225117893e-05,174.0254928996073,0.000533151983307736,27.51809105220898
80.078125,1.885794561321354e-05,3.917996846409136,0.0005525745360874759,50.08990676270915
80.56640625,3.650334824109382e-05,3.112774880885222,0.0005141209253136262,87.95840466869518
81.0546875,5.095671775601436e-05,28.42057801008575,0.000444756170390089,115.9982517931893
81.54296875,5.976109294020672e-05,51.16625518442081,0.0003885748647744601,88.67927100266274
82.03125,5.108114941386897e-05,63.80599580104106,0.0004945028544596399,53.63011415672969
82.51953125,4.522874458123804e-05,86.34087814343314,0.000495867028433058,42.93298199912464
83.0078125,5.459498013452844e-05,105.7383035872375,0.0005353524524725673,40.16975358640216
83.49609375,5.574336841140558e-05,92.79185657230549,0.0002968173376452384,72.60840523617117
83.984375,6.62944489687448e-05,72.35692319603599,0.0004996796544924964,177.8364656125703
84.47265625,8.529333306465829e-05,69.26979831121508,0.0007993345954543302,24.67636575802319
